id_coddep_codecommune,code_departement,code_commune,code_postal,nom_commune,population
60012,60,12,60570,ANDEVILLE,3335
71176,71,176,71160,DIGOIN,7990
76384,76,384,76170,LILLEBONNE,8942
77004,77,4,77390,ANDREZEL,291
77332,77,332,77230,NANTOUILLET,287
77420,77,420,77230,SAINT-MARD,3901
77437,77,437,77165,SAINT-SOUPPLETS,3253
78138,78,138,78570,CHANTELOUP-LES-VIGNES,10499
81163,81,163,81200,MAZAMET,10418
91332,91,332,91630,LEUDEVILLE,1501
95652,95,652,95270,VIARMES,5267
974410,974,410,97470,SAINT-BENOIT,37285
60139,60,139,60230,CHAMBLY,10280
65123,65,123,65710,CAMPAN,1367
69049,69,49,69380,CHASSELAY,2856
79081,79,81,79180,CHAURAY,7289
05004,05,4,5260,ANCELLE,932
06036,06,36,6500,CASTILLON,404
07296,07,296,7200,SAINT-SERNIN,1796
13026,13,26,13220,CHATEAUNEUF-LES-MARTIGUES,17667
13117,13,117,13127,VITROLLES,33701
22187,22,187,22190,PLERIN,14796
34225,34,225,34620,PUISSERGUIER,3087
44043,44,43,44190,CLISSON,7676
44195,44,195,44260,SAVENAY,9250
49331,49,331,49500,SEGRE-EN-ANJOU BLEU,18295
59457,59,457,59840,PERENCHIES,8584
59560,59,560,59113,SECLIN,12557
64385,64,385,64450,MIOSSENS LANUSSE,277
78120,78,120,78830,BULLION,1970
78420,78,420,78490,MONTFORT-L AMAURY,3013
83072,83,72,83510,LORGUES,9346
88429,88,429,88200,SAINT-NABORD,4251
91135,91,135,91750,CHAMPCUEIL,2923
93030,93,30,93440,DUGNY,11113
02758,02,758,2370,VAILLY-SUR-AISNE,2049
09265,09,265,9100,SAINT-JEAN-DU-FALGA,2922
13042,13,42,13420,GEMENOS,6763
28094,28,94,28210,CHAUDON,1697
29023,29,23,29660,CARANTEC,3292
30212,30,212,30210,REMOULINS,2302
33240,33,240,33340,LESPARRE-MEDOC,5907
34129,34,129,34970,LATTES,17680
44101,44,101,44620,LA MONTAGNE,6430
47106,47,106,47500,FUMEL,4854
49023,49,23,49450,BEAUPREAU-EN-MAUGES,24135
51058,51,58,51430,BEZANNES,3048
62270,62,270,62460,DIVION,7003
65059,65,59,65200,BAGNERES-DE-BIGORRE,7368
69112,69,112,69210,LENTILLY,6635
88468,88,468,88160,LE THILLOT,3432
91095,91,95,91850,BOURAY-SUR-JUINE,2139
91634,91,634,91640,VAUGRIGNEUSE,1386
91648,91,648,91810,VERT LE GRAND,2289
05119,05,119,5600,RISOUL,673
17034,17,34,17120,BARZAN,470
56206,56,206,56890,SAINT-AVE,12198
56233,56,233,56470,SAINT-PHILIBERT,1538
60086,60,86,60820,BORAN SUR OISE,2186
76254,76,254,76790,ETRETAT,1243
77272,77,272,77370,MAISON-ROUGE,870
78117,78,117,78530,BUC,6192
973307,973,307,97351,MATOURY,33696
34254,34,254,34725,SAINT-FELIX-DE-LODEZ,1195
36046,36,46,36400,LA CHATRE,4171
56241,56,241,56360,SAUZON,1020
60330,60,330,60570,LABOISSIERE EN THELLE,1373
60665,60,665,60280,VENETTE,2946
65388,65,388,65170,SAINT-LARY-SOULAN,862
72213,72,213,72230,MULSANNE,5288
73054,73,54,73700,BOURG-SAINT-MAURICE,7596
77125,77,125,77450,CONDE-SAINTE-LIBIAIRE,1443
78520,78,520,78550,RICHEBOURG,1618
83099,83,99,83480,PUGET-SUR-ARGENS,8170
84133,84,133,84240,LA TOUR D AIGUES,4472
88304,88,304,88500,MIRECOURT,5436
11285,11,285,11440,PEYRIAC DE MER,1155
13043,13,43,13180,GIGNAC-LA-NERTHE,9977
13054,13,54,13700,MARIGNANE,32612
17286,17,286,17880,LES PORTES-EN-RE,604
27284,27,284,27140,GISORS,11862
33036,33,36,33430,BAZAS,5057
35122,35,122,35350,LA GOUESNIERE,1989
38422,38,422,38410,SAINT-MARTIN-D'URIAGE,5687
44169,44,169,44450,SAINT-JULIEN-DE-CONCELLES,7498
59466,59,466,59710,PONT-A-MARCQ,3003
62445,62,445,62196,HESDIGNEUL-LES-BETHUNE,840
64519,64,519,64121,SERRES CASTET,4474
69032,69,32,69210,BULLY,2024
69191,69,191,69450,SAINT CYR AU MONT D OR,5889
70561,70,561,70110,VILLERSEXEL,1531
72071,72,71,72500,MONTVAL-SUR-LOIR,6283
73006,73,6,73210,AIME LA PLAGNE,4553
77344,77,344,77178,OISSERY,2454
78327,78,327,78820,JUZIERS,3889
83064,83,64,83136,GAREOULT,5402
83101,83,101,83350,RAMATUELLE,2163
84065,84,65,84360,LAURIS,3948
89418,89,418,89700,TONNERRE,4546
91333,91,333,91310,LEUVILLE-SUR-ORGE,4421
94055,94,55,94490,ORMESSON-SUR-MARNE,10510
95678,95,678,95840,VILLIERS-ADAM,872
973311,973,311,97320,SAINT LAURENT DU MARONI,47963
54521,54,521,54880,THIL,1980
04242,04,242,4180,VILLENEUVE,4401
06010,06,10,6620,LE BAR-SUR-LOUP,2984
06019,06,19,6440,BLAUSASC,1676
13045,13,45,13690,GRAVESON,4929
22032,22,32,22350,CAULNES,2639
2A032,2A,32,20129,BASTELICACCIA,4233
30206,30,206,30320,POULX,4252
38239,38,239,38430,MOIRANS,7655
38553,38,553,38090,VILLEFONTAINE,19106
39362,39,362,39570,MONTMOROT,3413
41047,41,47,41260,LA CHAUSSEE SAINT VICTOR,4640
41295,41,295,41350,VINEUIL,8303
49355,49,355,49340,TREMENTINES,3141
50394,50,394,50190,PERIERS,2287
65384,65,384,65170,SAILHAN,174
66136,66,136,66000,PERPIGNAN,120771
69277,69,277,69740,GENAS,13402
80001,80,1,80100,ABBEVILLE,23390
84141,84,141,84270,VEDENE,11751
01109,01,109,1550,COLLONGES,2272
01240,01,240,1580,MATAFELON-GRANGES,643
22055,22,55,22680,BINIC-ETABLES-SUR-MER,7149
24138,24,138,24660,COULOUNIEIX-CHAMIERS,7683
24356,24,356,24580,ROUFFIGNAC-ST-CERNIN-DE-REILHA,1663
26165,26,165,26250,LIVRON SUR DROME,9354
34067,34,67,34190,CAZILHAC,1576
34161,34,161,34310,MONTADY,4035
38158,38,158,38320,EYBENS,10099
40019,40,19,40200,AUREILHAN,1096
54550,54,550,54122,VATHIMENIL,330
56165,56,165,56800,PLOERMEL,10355
58238,58,238,58000,SAINT ELOI,2271
64304,64,304,64990,LAHONCE,2561
69031,69,31,69690,BRUSSIEU,1483
76322,76,322,76120,GRAND QUEVILLY (LE),26213
76498,76,498,76140,PETIT QUEVILLY (LE),22275
77044,77,44,77720,BOMBON,968
83127,83,127,83870,SIGNES,2971
88321,88,321,88300,NEUFCHATEAU,6920
91109,91,109,91150,BRIERES-LES-SCELLES,1269
91359,91,359,91720,MAISSE,2820
06065,06,65,6610,LA GAUDE,7115
06070,06,70,6620,GREOLIERES,583
33226,33,226,33550,LANGOIRAN,2185
42270,42,270,42240,SAINT-PAUL-EN-CORNILLON,1388
44116,44,116,44560,PAIMBOEUF,3134
49323,49,323,49480,VERRIERES-EN-ANJOU,7817
54270,54,270,54590,HUSSIGNY GODBRANGE,3758
59574,59,574,59490,SOMAIN,12011
59586,59,586,59242,TEMPLEUVE EN PEVELE,6419
60068,60,68,60320,BETHISY ST PIERRE,3148
60559,60,559,60510,LA RUE ST PIERRE,838
69287,69,287,69720,SAINT-BONNET-DE-MURE,6983
76429,76,429,76240,MESNIL-ESNARD (LE),8227
76476,76,476,76330,PORT-JEROME-SUR-SEINE,10433
83081,83,81,83440,MONTAUROUX,6680
91679,91,679,91190,VILLIERS-LE-BACLE,1229
06025,06,25,6510,LE BROC,1421
24086,24,86,24250,CASTELNAUD-LA-CHAPELLE,455
28007,28,7,28260,ANET,2800
2A071,2A,71,20140,CASALABRIVA,219
33122,33,122,33610,CESTAS,17329
34143,34,143,34140,LOUPIAN,2230
34329,34,329,34350,VENDRES,2804
39392,39,392,39290,OFFLANGES,197
42110,42,110,42152,L HORME,4788
59173,59,173,59890,DEULEMONT,1843
62065,62,65,62210,AVION,17764
62587,62,587,62640,MONTIGNY EN GOHELLE,10234
69067,69,67,69690,COURZIEU,1189
79124,79,124,79340,LES FORGES,117
83036,83,36,83240,CAVALAIRE-SUR-MER,7672
83140,83,140,83170,TOURVES,5113
06015,06,15,6390,BERRE-LES-ALPES,1261
16154,16,154,16160,GOND PONTOUVRE,6234
17127,17,127,17170,COURCON,1806
26197,26,197,26120,MONTELIER,4389
28209,28,209,28300,LEVES,5846
33032,33,32,33530,BASSENS,7533
33229,33,229,33138,LANTON,7424
37115,37,115,37160,DESCARTES,3427
42039,42,39,42920,CHALMAZEL-JEANSAGNIERE,459
43089,43,89,43000,ESPALY-SAINT-MARCEL,3667
44067,44,67,44290,GUEMENE PENFAO,5315
45302,45,302,45770,SARAN,16563
52121,52,121,52000,CHAUMONT,23042
59526,59,526,59230,SAINT-AMAND-LES-EAUX,16034
62099,62,99,62217,BEAURAINS,5614
64371,64,371,64130,MAULEON LICHARRE,3183
69208,69,208,69210,SAINT GERMAIN NUELLES,2322
69388,69,388,69008,LYON 8EME,87176
73157,73,157,73500,MODANE,3211
76103,76,103,76240,BONSECOURS,6585
78087,78,87,78830,BONNELLES,2129
83035,83,35,83330,LE CASTELLET,3915
83086,83,86,83490,LE MUY,9537
84035,84,35,84300,CAVAILLON,26648
91180,91,180,91490,COURANCES,347
91275,91,275,91940,GOMETZ-LE-CHATEL,2714
11199,11,199,11290,LAVALETTE,1539
28348,28,348,28350,ST LUBIN DES JONCHERETS,4090
39286,39,286,39170,LAVANS-LES-SAINT-CLAUDE,2460
51250,51,250,51170,FISMES,5640
71342,71,342,71600,PARAY LE MONIAL,9631
77226,77,226,77850,HERICY,2646
01014,01,14,1100,ARBENT,3442
03321,03,321,3400,YZEURE,13355
05161,05,161,5240,LA SALLE,958
06016,06,16,6470,BEUIL,555
06086,06,86,6380,MOULINET,253
06118,06,118,6530,SAINT-CEZAIRE-SUR-SIAGNE,4003
06141,06,141,6830,TOUDON,348
07245,07,245,7300,SAINT-JEAN-DE-MUZOLS,2577
13001,13,1,13100,AIX EN PROVENCE,148336
30249,30,249,30980,SAINT-DIONISY,1083
34332,34,332,34450,VIAS,5782
35241,35,241,35780,LA RICHARDAIS,2488
38163,38,163,38580,LE HAUT-BREDA,396
39411,39,411,39570,PERRIGNY,1561
42316,42,316,42240,UNIEUX,8498
45082,45,82,45110,CHATEAUNEUF S LOIRE,8330
45173,45,173,45150,JARGEAU,4725
50267,50,267,50430,LESSAY,2291
53147,53,147,53100,MAYENNE,13503
56193,56,193,56670,RIANTEC,5965
60178,60,178,60360,CREVECOEUR LE GRAND,3626
60500,60,500,60330,LE PLESSIS BELLEVILLE,3888
65417,65,417,65600,SEMEAC,5188
69260,69,260,69390,VERNAISON,5055
69265,69,265,69640,VILLE SUR JARNIOUX,835
72180,72,180,72600,MAMERS,5328
74040,74,40,74380,BONNE,3324
77127,77,127,77170,COUBERT,1898
77349,77,349,77280,OTHIS,6801
77455,77,455,77111,SOIGNOLLES-EN-BRIE,2041
91235,91,235,91700,FLEURY-MEROGIS,13659
01390,01,390,1150,SAINT-VULBAS,1267
25157,25,157,25300,LA CLUSE ET MIJOUX,1327
35334,35,334,35235,THORIGNE-FOUILLARD,8786
38547,38,547,38190,VILLARD-BONNOT,7354
45030,45,30,45340,BEAUNE-LA-ROLANDE,2150
47175,47,175,47150,MONFLANQUIN,2383
51662,51,662,51420,WITRY-LES-REIMS,5045
66212,66,212,66440,TORREILLES,3907
69006,69,6,69550,AMPLEPUIS,5038
73296,73,296,73320,TIGNES,2062
06130,06,130,6460,SAINT-VALLIER-DE-THIEY,3758
01187,01,187,1260,HAUT-VALROMEY,639
01199,01,199,1640,JUJURIEUX,2183
30202,30,202,30130,PONT ST ESPRIT,10561
56263,56,263,56400,SAINTE-ANNE-D'AURAY,2896
73023,73,23,73500,AUSSOIS,721
28173,28,173,28300,GASVILLE OISEME,1528
29045,29,45,29460,DIRINON,2281
2A098,2A,98,20138,COTI-CHIAVARI,722
30311,30,311,30610,SAUVE,1925
54300,54,300,54410,LANEUVEVILLE-DEVANT-NANCY,6662
61001,61,1,61000,ALENCON,26622
77510,77,510,77174,VILLENEUVE-SAINT-DENIS,986
91630,91,630,91530,VAL-SAINT-GERMAIN (LE),1518
28218,28,218,28110,LUCE,15618
33366,33,366,33240,SAINT-ANDRE-DE-CUBZAC,12553
38059,38,59,38320,BRIE-ET-ANGONNES,2587
38061,38,61,38500,LA BUISSE,3305
38309,38,309,38320,POISAT,2154
38565,38,565,38340,VOREPPE,9648
39333,39,333,39260,MOIRANS-EN-MONTAGNE,2233
87050,87,50,87270,COUZEIX,9679
95026,95,26,95270,ASNIERES-SUR-OISE,2978
06067,06,67,6500,GORBIO,1506
34063,34,63,34720,CAUX,2585
44018,44,18,44830,BOUAYE,8147
83011,83,11,83830,BARGEMON,1355
06003,06,3,6750,ANDON,653
11203,11,203,11200,LEZIGNAN-CORBIERES,11537
33545,33,545,33180,VERTHEUIL,1336
66213,66,213,66350,TOULOUGES,7316
74082,74,82,74160,COLLONGES-SOUS-SALEVE,4065
05179,05,179,5400,VEYNES,3360
33099,33,99,33360,CARIGNAN-DE-BORDEAUX,4184
42026,42,26,42720,BRIENNON,1758
60172,60,172,60580,COYE LA FORET,4124
69215,69,215,69640,SAINT-JULIEN,899
01079,01,79,1260,CHAMPAGNE-EN-VALROMEY,842
05166,05,166,5700,SERRES,1312
28089,28,89,28170,CHATEAUNEUF EN THYMERAIS,2628
28227,28,227,28130,MAINTENON,4539
34240,34,240,34130,SAINT-AUNES,3819
60695,60,695,60500,VINEUIL ST FIRMIN,1452
74185,74,185,74560,MONNETIER-MORNEX,2363
74298,74,298,74100,VETRAZ-MONTHOUX,9267
78152,78,152,78450,CHAVENAY,1843
78486,78,486,78610,PERRAY-EN-YVELINES (LE),6710
73031,73,31,73000,BASSENS,4906
11024,11,24,11100,BAGES,799
33293,33,293,33450,MONTUSSAN,3414
35362,35,362,35540,LE TRONCHET,1186
71120,71,120,71170,CHAUFFAILLES,3772
06013,06,13,6450,BELVEDERE,701
06152,06,152,6560,VALBONNE,14040
07078,07,78,7430,DAVEZIEUX,3255
11206,11,206,11300,LIMOUX,10521
2B020,2B,20,20220,AREGNO,613
34270,34,270,34430,SAINT-JEAN-DE-VEDAS,11290
34282,34,282,34570,SAINT PAUL ET VALMALLE,1267
41276,41,276,41000,VILLEBAROU,2543
47055,47,55,47290,CASTELNAUD DE GRATECAMBE,523
73176,73,176,73700,MONTVALEZAN,719
78683,78,683,78640,VILLIERS-SAINT-FREDERIC,3067
45274,45,274,45560,SAINT-DENIS-EN-VAL,7780
56260,56,260,56000,VANNES,55692
66017,66,17,66420,LE BARCARES,5811
48092,48,92,48100,MARVEJOLS,4928
01224,01,224,1360,LOYETTES,3256
06095,06,95,6530,PEYMEINADE,8379
35265,35,265,35190,SAINT-DOMINEUC,2611
39500,39,500,39110,SALINS LES BAINS,2700
45300,45,300,45640,SANDILLON,4214
60337,60,337,60190,LACHELLE,761
25380,25,380,25370,METABIEF,1375
63241,63,241,63114,MONTPEYROUX,341
64422,64,422,64400,OLORON SAINTE MARIE,11233
33324,33,324,33220,PINEUILH,4549
37196,37,196,37120,RICHELIEU,1682
50484,50,484,50600,SAINT-HILAIRE-DU-HARCOUET,6182
59426,59,426,59960,NEUVILLE EN FERRAIN,10332
2B134,2B,134,20220,L'ILE ROUSSE,3235
84069,84,69,84340,MALAUCENE,2845
06006,06,6,6790,ASPREMONT,2304
06020,06,20,6450,LA BOLLENE-VESUBIE,577
29217,29,217,29930,PONT-AVEN,2879
73182,73,182,73100,MOUXY,2295
76497,76,497,76650,PETIT-COURONNE (LE),8868
77114,77,114,77173,CHEVRY-COSSIGNY,3967
33492,33,492,33920,SAINT-YZAN-DE-SOUDIAC,2451
34239,34,239,34725,SAINT-ANDRE-DE-SANGONIS,6304
35247,35,247,35610,ROZ-SUR-COUESNON,1010
59014,59,14,59410,ANZIN,13411
60025,60,25,60350,ATTICHY,1921
62126,62,126,62660,BEUVRY,9379
64339,64,339,64800,LESTELLE BETHARRAM,906
69294,69,294,69360,SEREZIN-DU-RHONE,2809
95628,95,628,95760,VALMONDOIS,1238
11370,11,370,11110,SALLES D AUDE,3330
64100,64,100,64200,BASSUSSARRY,3326
09176,09,176,9250,LUZENAC,530
11258,11,258,11120,MOUSSAN,2078
43177,43,177,43140,SAINT-DIDIER-EN-VELAY,3503
51643,51,643,51530,VINAY,554
54261,54,261,54440,HERSERANGE,4455
64409,64,409,64400,MOUMOUR,853
73114,73,114,73590,FLUMET,831
73227,73,227,73120,COURCHEVEL,2433
74305,74,305,74100,VILLE-LA-GRAND,9169
77436,77,436,77169,SAINT-SIMEON,901
83041,83,41,83830,CLAVIERS,732
05098,05,98,5200,LES ORRES,556
06077,06,77,6440,LUCERAM,1306
26252,26,252,26800,PORTES LES VALENCE,10831
64189,64,189,64500,CIBOURE,6391
65295,65,295,65120,LUZ-SAINT-SAUVEUR,954
74069,74,69,74520,CHENEX,824
74153,74,153,74380,LUCINGES,1672
78623,78,623,78490,TREMBLAY-SUR-MAULDRE (LE),1101
91136,91,136,91160,CHAMPLAN,2796
01247,01,247,1410,MIJOUX,326
24226,24,226,24230,LAMOTHE-MONTRAVEL,1398
25073,25,73,25870,BONNAY,836
2A324,2A,324,20163,TAVERA,403
30061,30,61,30190,LA CALMETTE,2390
38279,38,279,38220,NOTRE-DAME-DE-MESAGE,1143
44176,44,176,44550,SAINT-MALO-DE-GUERSAC,3247
69276,69,276,69320,FEYZIN,9954
74243,74,243,74160,SAINT-JULIEN-EN-GENEVOIS,16125
77237,77,237,77600,JOSSIGNY,665
06074,06,74,6450,LANTOSQUE,1251
17142,17,142,17139,DOMPIERRE-SUR-MER,5781
30140,30,140,30460,LASALLE,1117
31232,31,232,31330,GRENADE SUR GARONNE,9010
34014,34,14,34820,ASSAS,1530
2B185,2B,185,20232,OLETTA,1795
33284,33,284,33380,MIOS,10909
38052,38,52,38520,LE BOURG-D'OISANS,3389
59090,59,90,59910,BONDUES,9989
91315,91,315,91760,ITTEVILLE,6583
11310,11,310,11190,RENNES LES BAINS,202
25222,25,222,25580,ETALANS,1631
26290,26,290,26420,SAINT-AGNAN-EN-VERCORS,372
38442,38,442,38380,SAINT-PIERRE-DE-CHARTREUSE,988
64463,64,463,64260,REBENACQ,669
65199,65,199,65240,GERM,36
66002,66,2,66200,ALENYA,3706
77163,77,163,77139,DOUY-LA-RAMEE,372
78133,78,133,78240,CHAMBOURCY,5728
95523,95,523,95780,LA ROCHE-GUYON,516
02201,02,201,2600,COEUVRES ET VALSERY,447
25381,25,381,25480,MISEREY SALINES,2592
30020,30,20,30620,AUBORD,2406
31205,31,205,31150,GAGNAC SUR GARONNE,3157
45203,45,203,45130,MEUNG-SUR-LOIRE,6635
62413,62,413,62440,HARNES,12329
69076,69,76,69380,DOMMARTIN,2696
69284,69,284,69250,MONTANAY,3346
84036,84,36,84470,CHATEAUNEUF-DE-GADAGNE,3396
17291,17,291,17138,PUILBOREAU,6680
18141,18,141,18500,MEHUN-SUR-YEVRE,6683
25539,25,539,25230,SELONCOURT,5869
27562,27,562,27950,ST MARCEL,4561
30276,30,276,30220,SAINT-LAURENT-D AIGOUZE,3581
31446,31,446,31520,RAMONVILLE ST AGNE,14917
37003,37,3,37400,AMBOISE,12912
38128,38,128,38970,CORPS,455
54152,54,152,54360,DAMELEVIERES,3200
54167,54,167,54200,DOMMARTIN-LES-TOUL,1988
59386,59,386,59520,MARQUETTE-LEZ-LILLE,10867
60439,60,439,60250,MOUY,5311
73329,73,329,73420,VOGLANS,1948
74213,74,213,74330,POISY,8592
77139,77,139,77181,COURTRY,6750
80627,80,627,80160,PLACHY-BUYON,849
85038,85,38,85260,BROUZILS (LES),2860
85190,85,190,85620,ROCHESERVIERE,3447
05110,05,110,5290,PUY SAINT VINCENT,306
06060,06,60,6950,FALICON,2028
25304,25,304,25310,HERIMONCOURT,3724
34126,34,126,34240,LAMALOU-LES-BAINS,2517
49194,49,194,49630,MAZE-MILON,6030
60432,60,432,60128,MORTEFONTAINE,897
62215,62,215,62220,CARVIN,17660
69111,69,111,69620,LEGNY,690
69122,69,122,69480,LUCENAY,1969
73010,73,10,73410,ENTRELACS,6456
73132,73,132,73620,HAUTELUCE,781
73300,73,300,73100,TRESSERVE,3094
91546,91,546,91410,SAINT-CYR-SOUS-DOURDAN,959
64417,64,417,64800,NAY,3501
77146,77,146,77183,CROISSY-BEAUBOURG,2047
77339,77,339,77123,NOISY-SUR-ECOLE,1885
78189,78,189,78121,CRESPIERES,1734
83138,83,138,83440,TOURRETTES,2928
86100,86,100,86240,FONTAINE-LE-COMTE,4008
07346,07,346,7220,VIVIERS,3755
25403,25,403,25500,MONTLEBON,2200
34215,34,215,34230,POUZOLS,981
44066,44,66,44119,GRANDCHAMP-DES-FONTAINES,6556
64256,64,256,64240,HASPARREN,7779
65017,65,17,65170,ARAGNOUET,251
66059,66,59,66200,CORNEILLA DEL VERCOL,2355
77175,77,175,77166,EVRY-GREGY-SUR-YERRE,3055
974408,974,408,97419,LA POSSESSION,33405
04230,04,230,4210,VALENSOLE,3235
05040,05,40,5230,CHORGES,3141
05132,05,132,5500,SAINT-BONNET-EN-CHAMPSAUR,2138
22343,22,343,22560,TREBEURDEN,3767
25197,25,197,25960,DELUZ,621
26220,26,220,26110,NYONS,6958
26338,26,338,26740,SAUZET,1881
29188,29,188,29630,PLOUGASNOU,2861
2A090,2A,90,20118,COGGIA,697
31157,31,157,31270,CUGNAUX,19597
33534,33,534,33550,LE TOURNE,813
43041,43,41,43700,BRIVES-CHARENSAC,4409
45089,45,89,45430,CHECY,8827
49214,49,214,49460,MONTREUIL-JUIGNE,7782
56040,56,40,56620,CLEGUER,3359
59168,59,168,59830,CYSOING,4918
62528,62,528,62750,LOOS EN GOHELLE,6941
64132,64,132,64320,BIZANOS,4689
64204,64,204,64440,EAUX BONNES,196
64320,64,320,64440,LARUNS,1208
64430,64,430,64300,ORTHEZ,11047
66164,66,164,66600,RIVESALTES,9030
69141,69,141,69440,MORNANT,6316
69189,69,189,69560,SAINTE-COLOMBE,1913
72154,72,154,72200,LA FLECHE,15929
74080,74,80,74220,LA CLUSAZ,1762
74183,74,183,74440,MIEUSSY,2485
74294,74,294,74440,VERCHAIX,775
76681,76,681,76300,SOTTEVILLE-LES-ROUEN,29513
77474,77,474,77450,TRILBARDOU,662
81271,81,271,81370,SAINT-SULPICE-LA-POINTE,9604
82075,82,75,82170,GRISOLLES,4233
83073,83,73,83340,LE LUC,11206
84083,84,83,84550,MORNAS,2485
84132,84,132,84250,LE THOR,9117
84150,84,150,84820,VISAN,2013
89102,89,102,89240,CHEVANNES,2233
89438,89,438,89290,VENOY,1959
13087,13,87,13790,ROUSSET,5058
2A254,2A,254,20122,QUENZA,204
30258,30,258,30800,ST GILLES,14039
31035,31,35,31320,AUZEVILLE-TOLOSANE,4335
40313,40,313,40400,TARTAS,3270
51507,51,507,51800,SAINTE MENEHOULD,4281
62040,62,40,62510,ARQUES,9711
73317,73,317,73270,VILLARD SUR DORON,732
76231,76,231,76500,ELBEUF,16350
83031,83,31,83340,LE CANNET DES MAURES,4338
84008,84,8,84330,BARROUX (LE),689
85109,85,109,85500,HERBIERS (LES),16735
91581,91,581,91650,SAINT-YON,912
64129,64,129,64140,BILLERE,13023
64405,64,405,64160,MORLAAS,4616
73179,73,179,73290,LA MOTTE SERVOLEX,12731
73243,73,243,73230,SAINT-JEAN-D ARVEY,1783
74284,74,284,74250,LA TOUR,1326
88319,88,319,88420,MOYENMOUTIER,3153
91132,91,132,91730,CHAMARANDE,1145
27056,27,56,27300,BERNAY,10159
35188,35,188,35160,MONTFORT-SUR-MEU,6899
54150,54,150,54670,CUSTINES,3110
91639,91,639,91820,VAYRES-SUR-ESSONNE,1027
10268,10,268,10400,NOGENT SUR SEINE,6084
13035,13,35,13430,EYGUIERES,7005
25413,25,413,25240,MOUTHE,1083
28015,28,15,28700,AUNEAU-BLEURY-SAINT-SYMPHORIEN,6177
28358,28,358,28300,ST PREST,2139
35068,35,68,35220,CHATEAUBOURG,7490
35297,35,297,35290,SAINT-MEEN-LE-GRAND,4763
52269,52,269,52200,LANGRES,8064
59456,59,456,59146,PECQUENCOURT,6350
64284,64,284,64110,JURANCON,7342
83106,83,106,83136,ROCBARON,5318
01401,01,401,1630,SERGY,2238
07240,07,240,7800,SAINT-GEORGES-LES-BAINS,2450
09032,09,32,9110,AX-LES-THERMES,1354
19202,19,202,19270,SAINTE FEREOLE,2051
34246,34,246,34400,ENTRE-VIGNES,2151
35299,35,299,35350,SAINT-MELOIR-DES-ONDES,4435
54584,54,584,54200,VILLEY-SAINT-ETIENNE,1054
59222,59,222,59310,FAUMONT,2258
60277,60,277,60000,GOINCOURT,1583
61483,61,483,61140,BAGNOLES DE L'ORNE NORMANDIE,2783
72013,72,13,72800,AUBIGNE RACAN,2142
73206,73,206,73710,PRALOGNAN-LA-VANOISE,738
77209,77,209,77400,GOUVERNES,1208
09194,09,194,9500,MIREPOIX,3226
17218,17,218,17230,MARANS,4569
19123,19,123,19360,MALEMORT,8149
22194,22,194,22310,PLESTIN-LES-GREVES,3718
25035,25,35,25870,LES AUXONS,2561
28084,28,84,28130,CHARTAINVILLIERS,720
2B087,2B,87,20221,CERVIONE,2225
31202,31,202,31620,FRONTON,6420
31351,31,351,31700,MONDONVILLE,5259
35208,35,208,35230,ORGERES,5276
50074,50,74,50370,BRECEY,2285
54253,54,253,54800,HATRIZE,785
62473,62,473,62330,ISBERGUES,8795
74280,74,280,74230,THONES,6882
76165,76,165,76320,CAUDEBEC-LES-ELBEUF,10016
76705,76,705,76410,TOURVILLE-LA-RIVIERE,2514
77292,77,292,77410,MESSY,1210
78451,78,451,78410,NEZEL,1055
89370,89,370,89150,ST VALERIEN,1748
974409,974,409,97440,SAINT-ANDRE,57366
04197,04,197,4220,SAINTE-TULLE,3520
05093,05,93,5100,NEVACHE,369
06102,06,102,6420,RIMPLAS,96
22081,22,81,22120,HILLION,4280
25031,25,31,25400,AUDINCOURT,13549
27051,27,51,27170,BEAUMONT LE ROGER,2832
28172,28,172,28320,GAS,812
30073,30,73,30210,CASTILLON-DU-GARD,1759
30356,30,356,30230,RODILHAN,3023
33490,33,490,33590,SAINT-VIVIEN-DE-MEDOC,1815
38030,38,30,38140,BEAUCROISSANT,1770
38040,38,40,38142,BESSE,142
39154,39,154,39130,CLAIRVAUX-LES-LACS,1478
50033,50,33,50270,BAUBIGNY,145
51065,51,65,51300,BLACY,645
54137,54,137,54870,CONS-LA-GRANDVILLE,524
56101,56,101,56440,LANGUIDIC,8215
61169,61,169,61100,FLERS,15126
69201,69,201,69610,SAINTE-FOY-L ARGENTIERE,1311
69207,69,207,69650,SAINT-GERMAIN-AU-MONT-D OR,3048
69238,69,238,69590,SAINT SYMPHORIEN SUR COISE,3806
69296,69,296,69360,SOLAIZE,3019
71221,71,221,71640,GIVRY,3845
73024,73,24,73260,LES AVANCHERS VALMOREL,800
74087,74,87,74130,CONTAMINE-SUR-ARVE,2356
76305,76,305,76700,GONFREVILLE L ORCHER,9183
77107,77,107,77390,CHAUMES-EN-BRIE,3365
83004,83,4,83460,LES ARCS,7240
84039,84,39,84350,COURTHEZON,6102
85215,85,215,85250,SAINT-FULGENT,3953
89239,89,239,89100,MALAY LE GRAND,1592
04178,04,178,4230,SAINT-ETIENNE-LES-ORGUES,1354
07279,07,279,7220,SAINT-MONTAN,1940
22360,22,360,22950,TREGUEUX,8625
26271,26,271,26600,LA ROCHE DE GLUN,3459
30083,30,83,30920,CODOGNAN,2456
31488,31,488,31240,ST JEAN,11155
43262,43,262,43100,VIEILLE-BRIOUDE,1204
