id_coddep_codecommune,code_departement,code_commune,code_postal,nom_commune,population
95637,95,637,95490,VAUREAL,16675
972206,972,206,97223,DIAMANT,5585
01148,01,148,1590,DORTAN,1925
01281,01,281,1210,ORNEX,4653
02810,02,810,2600,VILLERS-COTTERETS,10841
04088,04,88,4300,FORCALQUIER,5209
06091,06,91,6440,PEILLE,2388
06121,06,121,6230,SAINT-JEAN-CAP-FERRAT,1500
07308,07,308,7370,SARRAS,2263
07330,07,330,7150,VALLON PONT D'ARC,2451
07349,07,349,7800,LA-VOULTE-SUR-RHONE,4906
09322,09,322,9140,USTOU,282
11397,11,397,11800,TREBES,5630
26108,26,108,26400,CREST,8954
28140,28,140,28230,EPERNON,5701
28404,28,404,28500,VERNOUILLET,12622
29039,29,39,29900,CONCARNEAU,20672
2A048,2A,48,20111,CALCATOGGIO,504
31271,31,271,31570,LANTA,2197
31506,31,506,31650,ST ORENS DE GAMEVILLE,12925
34058,34,58,34160,CASTRIES,6397
35049,35,49,35260,CANCALE,5317
35057,35,57,35330,LA CHAPELLE BOUEXIC,1522
35123,35,123,35580,GOVEN,4411
35152,35,152,35340,LIFFRE,8086
38314,38,314,38530,PONTCHARRA,7519
38559,38,559,38470,VINAY,4425
39501,39,501,39100,SAMPANS,1212
41194,41,194,41200,ROMORANTIN-LANTHENAY,18395
44103,44,103,44550,MONTOIR-DE-BRETAGNE,7259
44110,44,110,44390,NORT SUR ERDRE,9276
53130,53,130,53000,LAVAL,52370
54304,54,304,54520,LAXOU,14557
54357,54,357,54320,MAXEVILLE,9937
54426,54,426,54200,PIERRE-LA-TREICHE,486
56013,56,13,56550,BELZ,3821
56234,56,234,56510,SAINT-PIERRE-QUIBERON,2095
59650,59,650,59150,WATTRELOS,41070
62560,62,560,62250,MARQUISE,5144
66182,66,182,66470,SAINTE-MARIE-LA-MER,4883
69010,69,10,69210,L ARBRESLE,6606
69028,69,28,69126,BRINDAS,6589
69033,69,33,69270,CAILLOUX-SUR-FONTAINES,2957
69045,69,45,69220,CHARENTAY,1316
69107,69,107,69870,LAMURE SUR AZERGUES,1121
69125,69,125,69380,MARCILLY-D AZERGUES,891
73015,73,15,73550,LES ALLUES,1903
74290,74,290,74660,VALLORCINE,418
76157,76,157,76380,CANTELEU,14219
76259,76,259,76400,FECAMP,18329
76613,76,613,76450,SAINT MARTIN AUX BUNEAUX,663
76647,76,647,76430,SAINT-ROMAIN-DE-COLBOSC,4299
77148,77,148,77840,CROUY-SUR-OURCQ,1849
77181,77,181,77164,FERRIERES-EN-BRIE,3803
77266,77,266,77133,MACHAULT,791
77330,77,330,77100,NANTEUIL-LES-MEAUX,6299
78220,78,220,78690,ESSARTS-LE-ROI (LES),6804
78255,78,255,78840,FRENEUSE,4324
78484,78,484,78200,PERDREAUVILLE,653
80368,80,368,80130,FRIVILLE-ESCARBOTIN,4589
80649,80,649,80120,QUEND,1342
83051,83,51,83570,ENTRECASTEAUX,1141
84017,84,17,84410,BEDOIN,3161
84080,84,80,84170,MONTEUX,13161
85114,85,114,85520,JARD-SUR-MER,2696
85128,85,128,85400,LUCON,9940
88383,88,383,88200,REMIREMONT,7992
88413,88,413,88100,SAINT DIE DES VOSGES,20060
91405,91,405,91490,MILLY-LA-FORET,4727
91434,91,434,91390,MORSANG-SUR-ORGE,20289
95351,95,351,95380,LOUVRES,11120
972227,972,227,97228,SAINTE LUCE,9691
972232,972,232,97280,VAUCLIN,8715
973309,973,309,97354,REMIRE MONTJOLY,26739
27229,27,229,27000,EVREUX,47574
27448,27,448,27120,PACY-SUR-EURE,5183
62119,62,119,62400,BETHUNE,25388
77294,77,294,77290,MITRY MORY,20731
78057,78,57,78270,BENNECOURT,1904
01350,01,350,1370,SAINT-ETIENNE-DU-BOIS,2582
02537,02,537,2880,NANTEUIL LA FOSSE,203
06150,06,150,6320,LA TURBIE,3036
22094,22,94,22770,LANCIEUX,1621
2A085,2A,85,20117,CAURO,1530
2A215,2A,215,20131,PIANOTTOLI-CALDARELLO,917
30036,30,36,30620,BERNIS,3448
30171,30,171,30410,MOLIERES-SUR-CEZE,1231
33165,33,165,33370,FARGUES SAINT HILAIRE,3237
33185,33,185,33420,GENISSAC,2023
33415,33,415,33240,SAINT GERVAIS,1925
35240,35,240,35650,LE RHEU,9225
35251,35,251,35250,SAINT-AUBIN-D AUBIGNE,3998
37132,37,132,37600,LOCHES,6735
42330,42,330,42390,VILLARS,8101
44107,44,107,44850,MOUZEIL,1936
44172,44,172,44980,SAINTE-LUCE-SUR-LOIRE,15588
47310,47,310,47400,TONNEINS,9355
50391,50,391,50600,GRANDPARIGNY,2735
54280,54,280,54240,JOEUF,6623
59005,59,5,59251,ALLENNES-LES-MARAIS,3515
59383,59,383,59770,MARLY,12197
69040,69,40,69410,CHAMPAGNE-AU-MONT-D OR,5796
69219,69,219,69440,SAINT LAURENT D'AGNY,2196
69256,69,256,69120,VAULX EN VELIN,53016
77464,77,464,77400,THORIGNY SUR MARNE,10570
83023,83,23,83170,BRIGNOLES,17706
88081,88,81,88540,BUSSANG,1372
91514,91,514,91480,QUINCY-SOUS-SENART,9473
91667,91,667,91360,VILLEMOISSON-S-ORGE,7148
95142,95,142,95750,CHARS,2063
02226,02,226,2200,COURMELLES,1893
04245,04,245,4130,VOLX,3281
06132,06,132,6540,SAORGE,468
22106,22,106,22360,LANGUEUX,8064
25127,25,127,25140,CHARQUEMONT,2791
26116,26,116,26290,DONZERE,6023
30203,30,203,30530,PORTES,342
33535,33,535,33370,TRESSES,4947
34299,34,299,34410,SERIGNAN,7662
35126,35,126,35580,GUICHEN,8877
37172,37,172,37390,NOTRE-DAME-D OE,4317
42097,42,97,42480,LA FOUILLOUSE,4730
42285,42,285,42610,SAINT-ROMAIN-LE-PUY,4154
48096,48,96,48150,MEYRUEIS,926
51506,51,506,51470,SAINT-MEMMIE,5552
54115,54,115,54250,CHAMPIGNEULLES,6736
54273,54,273,54800,JARNY,8405
56063,56,63,56530,GESTEL,2727
62291,62,291,62300,ELEU-DIT-LEAUWETTE,2871
69086,69,86,69210,FLEURIEUX-SUR-L ARBRESLE,2353
77142,77,142,77580,CRECY LA CHAPELLE,4780
77280,77,280,77440,MARY-SUR-MARNE,1125
84087,84,87,84100,ORANGE,29437
86207,86,207,86270,LA ROCHE POSAY,1591
91645,91,645,91370,VERRIERES LE BUISSON,15248
01031,01,31,1100,BELLIGNAT,3886
01204,01,204,1130,LE POIZAT-LALLEYRIAT,750
01345,01,345,1500,SAINT-DENIS-EN-BUGEY,2300
02410,02,410,2600,LARGNY SUR AUTOMNE,254
04145,04,145,4200,PEIPIN,1485
05101,05,101,5340,VALLOUISE-PELVOUX,1194
06014,06,14,6390,BENDEJUN,953
06075,06,75,6670,LEVENS,4807
09282,09,282,9700,SAVERDUN,4986
13103,13,103,13300,SALON-DE-PROVENCE,45970
17094,17,94,17340,CHATELAILLON-PLAGE,5993
31022,31,22,31140,AUCAMVILLE,9062
34028,34,28,34600,BEDARIEUX,5974
35095,35,95,35120,DOL DE BRETAGNE,6070
42180,42,180,42600,PRECIEUX,1134
42279,42,279,42170,SAINT-JUST-SAINT-RAMBERT,15509
47145,47,145,47390,LAYRAC,3742
60346,60,346,60260,LAMORLAYE,9015
73213,73,213,73490,LA RAVOIRE,9076
77457,77,457,77111,SOLERS,1201
78267,78,267,78440,GARGENVILLE,7961
83091,83,91,83390,PIERREFEU-DU-VAR,6173
83131,83,131,83210,SOLLIES-TOUCAS,5861
84019,84,19,84500,BOLLENE,13671
91129,91,129,91590,CERNY,3502
95427,95,427,95360,MONTMAGNY,14588
01313,01,313,1280,PREVESSIN-MOENS,8950
13063,13,63,13140,MIRAMAS,26828
28088,28,88,28200,CHATEAUDUN,13432
30217,30,217,30650,ROCHEFORT-DU-GARD,7814
34344,34,344,34280,LA GRANDE MOTTE,8800
38170,38,170,38120,FONTANIL-CORNILLON,3207
38517,38,517,38210,TULLINS,7939
40119,40,119,40700,HAGETMAU,4764
42011,42,11,42510,BALBIGNY,2896
44158,44,158,44360,SAINT-ETIENNE-DE-MONTLUC,7708
49278,49,278,49130,STE GEMMES SUR LOIRE,3710
65440,65,440,65000,TARBES,43821
69009,69,9,69480,ANSE,7702
69019,69,19,69220,BELLEVILLE-EN-BEAUJOLAIS,13591
73030,73,30,73230,BARBY,3470
77055,77,55,77177,BROU-SUR-CHANTEREINE,4819
84122,84,122,84260,SARRIANS,6206
86066,86,66,86100,CHATELLERAULT,32286
86157,86,157,86550,MIGNALOUX-BEAUVOIR,5202
91047,91,47,91590,BAULNE,1324
91115,91,115,91680,BRUYERES-LE-CHATEL,3540
91312,91,312,91430,IGNY,10220
91479,91,479,91550,PARAY-VIEILLE-POSTE,7872
94003,94,3,94110,ARCUEIL,21910
95211,95,211,95300,ENNERY,2442
972224,972,224,97212,SAINT JOSEPH,16132
01060,01,60,1110,BRENOD,514
05006,05,6,5120,L'ARGENTIERE-LA-BESSEE,2341
05156,05,156,5200,SAINT-SAUVEUR,527
06046,06,46,6670,COLOMARS,3523
07089,07,89,7340,FELINES,1761
26182,26,182,26110,MIRABEL-AUX-BARONNIES,1585
33090,33,90,33610,CANEJAN,6134
33104,33,104,33480,CASTELNAU-DE-MEDOC,4869
33273,33,273,33127,MARTIGNAS SUR JALLE,7755
33337,33,337,33210,PREIGNAC,2187
34057,34,57,34170,CASTELNAU LE LEZ,22916
34090,34,90,34920,LE CRES,9443
34154,34,154,34130,MAUGUIO,16899
34192,34,192,34250,PALAVAS-LES-FLOTS,5885
35352,35,352,35770,VERN-SUR-SEICHE,8315
35363,35,363,35131,PONT-PEAN,4519
39300,39,300,39000,LONS LE SAUNIER,17999
40150,40,150,40550,LEON,1970
42168,42,168,42410,PELUSSIN,3838
43236,43,236,43140,SEAUVE-SUR-SEMENE (LA),1500
54536,54,536,54640,TUCQUEGNIEUX,2462
56054,56,54,56410,ERDEVEN,3950
60033,60,33,60300,AVILLY ST LEONARD,927
60471,60,471,60400,NOYON,13450
60537,60,537,60170,RIBECOURT DRESLINCOURT,3879
64445,64,445,64000,PAU,77070
65127,65,127,65130,CAPVERN,1290
70117,70,117,70400,CHALONVILLARS,1271
74225,74,225,74150,RUMILLY,16145
76552,76,552,76310,STE ADRESSE,7576
77143,77,143,77124,CREGY-LES-MEAUX,5274
78366,78,366,78490,MAREIL-LE-GUYON,402
82124,82,124,82290,MONTBETON,4328
83055,83,55,83440,FAYENCE,5820
83107,83,107,83380,ROQUEBRUNE-SUR-ARGENS,15128
84089,84,89,84120,PERTUIS,20866
85307,85,307,85460,FAUTE-SUR-MER (LA),673
91457,91,457,91290,LA NORVILLE,4377
91468,91,468,91540,ORMOY,2179
91552,91,552,91180,SAINT-GERMAIN-LES-ARPAJON,11060
95487,95,487,95340,PERSAN,13788
18207,18,207,18400,SAINT-FLORENT-SUR-CHER,6543
54382,54,382,54350,MONT SAINT MARTIN,9107
58095,58,95,58300,DECIZE,5408
59295,59,295,59190,HAZEBROUCK,21865
70473,70,473,70300,SAINT-SAUVEUR,1961
91232,91,232,91590,FERTE-ALAIS (LA),3714
91433,91,433,91150,MORIGNY-CHAMPIGNY,4452
01363,01,363,1640,SAINT-JEAN-LE-VIEUX,1842
16166,16,166,16340,L'ISLE D'ESPAGNAC,5779
24362,24,362,24510,VAL DE LOUYRE ET CAUDEAU,1614
26325,26,325,26140,SAINT-RAMBERT-D ALBON,6824
30004,30,4,30670,AIGUES-VIVES,3400
35069,35,69,35410,CHATEAUGIRON,10546
35184,35,184,35360,MONTAUBAN-DE-BRETAGNE,6332
38317,38,317,38800,LE PONT-DE-CLAIX,10792
40235,40,235,40380,POYANNE,702
40272,40,272,40390,ST-MARTIN-DE-HINX,1664
42056,42,56,42410,CHAVANAY,2947
42094,42,94,42110,FEURS,8448
42305,42,305,42350,LA TALAUDIERE,7076
44187,44,187,44320,SAINT-PERE-EN-RETZ,4723
53054,53,54,53810,CHANGE,6407
54439,54,439,54425,PULNOY,5139
54528,54,528,54200,TOUL,15898
56262,56,262,56400,LE BONO,2576
59343,59,343,59810,LESQUIN,9097
59646,59,646,59290,WASQUEHAL,21092
62525,62,525,62219,LONGUENESSE,11082
69046,69,46,69390,CHARLY,4701
69196,69,196,69430,SAINT-DIDIER-SUR-BEAUJEU,628
73065,73,65,73000,CHAMBERY,60478
78575,78,575,78470,SAINT-REMY-LES-CHEVREUSE,7965
83033,83,33,83660,CARNOULES,3561
83119,83,119,83990,SAINT TROPEZ,3922
84016,84,16,84370,BEDARRIDES,5392
93079,93,79,93430,VILLETANEUSE,13656
95680,95,680,95400,VILLIERS-LE-BEL,28540
01436,01,436,1170,VESANCY,492
06163,06,163,6430,TENDE,2215
13046,13,46,13850,GREASQUE,4349
22070,22,70,22200,GUINGAMP,7622
26235,26,235,26700,PIERRELATTE,13769
33352,33,352,33190,LA REOLE,4437
33519,33,519,33320,LE TAILLAN MEDOC,10286
35278,35,278,35760,SAINT-GREGOIRE,10262
38006,38,6,38580,ALLEVARD,4129
42127,42,127,42300,MABLY,7771
42302,42,302,42290,SORBIERS,8041
45308,45,308,45400,SEMOY,3301
47052,47,52,47700,CASTELJALOUX,4574
48080,48,80,48300,LANGOGNE,3080
56055,56,55,56410,ETEL,2234
59332,59,332,59390,LANNOY,1826
78090,78,90,78410,BOUAFLE,2222
83042,83,42,83310,COGOLIN,11549
91216,91,216,91360,EPINAY SUR ORGE,11329
91665,91,665,91620,VILLE-DU-BOIS (LA),8075
94070,94,70,94440,SANTENY,4075
95134,95,134,95660,CHAMPAGNE SUR-OISE,5060
01185,01,185,1110,PLATEAU D'HAUTEVILLE,5020
01269,01,269,1130,NANTUA,3589
04112,04,112,4100,MANOSQUE,23197
09122,09,122,9000,FOIX,9818
24053,24,53,24750,BOULAZAC ISLE MANOIRE,11078
2A017,2A,17,20167,APPIETTO,1850
2A288,2A,288,20146,SOTTA,1425
34024,34,24,34540,BALARUC LE VIEUX,2690
41128,41,128,41330,MAROLLES,732
42099,42,99,42490,FRAISSES,3786
42170,42,170,42120,PERREUX,2290
74090,74,90,74800,CORNIER,1405
78398,78,398,78490,MESNULS (LES),887
78571,78,571,78860,SAINT-NOM-LA-BRETECHE,5130
84136,84,136,84190,VACQUEYRAS,1271
95352,95,352,95270,LUZARCHES,4812
974418,974,418,97438,SAINTE MARIE,34511
02795,02,795,2290,VIC SUR AISNE,1636
06128,06,128,6570,SAINT-PAUL-DE-VENCE,3322
06162,06,162,6430,LA BRIGUE,706
26324,26,324,26130,SAINT-PAUL-TROIS-CHATEAUX,9172
33234,33,234,33360,LATRESNE,3669
33434,33,434,33440,ST LOUIS DE MONTFERRAND,2176
34027,34,27,34160,BEAULIEU,2193
34337,34,337,34750,VILLENEUVE-LES-MAGUELONE,10465
35033,35,33,35890,BOURG-DES-COMPTES,3364
38129,38,129,38250,CORRENCON-EN-VERCORS,377
38439,38,439,38830,CRETS EN BELLEDONNE,3427
39059,39,59,39220,BOIS-D AMONT,1684
50003,50,3,50230,AGON-COUTAINVILLE,2891
69116,69,116,69760,LIMONEST,3750
71153,71,153,71200,LE CREUSOT,21567
77296,77,296,77550,MOISSY-CRAMAYEL,17984
77511,77,511,77230,VILLENEUVE SOUS DAMMARTIN,645
79270,79,270,79400,ST MAIXENT L ECOLE,7382
83017,83,17,83210,BELGENTIER,2453
83132,83,132,83210,SOLLIES-VILLE,2572
91274,91,274,91400,GOMETZ-LA-VILLE,1526
91511,91,511,91740,PUSSAY,2135
95078,95,78,95650,BOISSY-L'AILLERIE,1875
06103,06,103,6450,ROQUEBILLIERE,1882
07131,07,131,7200,LANAS,494
08385,08,385,8090,SAINT-LAURENT,1242
17230,17,230,17132,MESCHERS-SUR-GIRONDE,3195
22325,22,325,22410,SAINT-QUAY-PORTRIEUX,3343
25495,25,495,25220,ROCHE LEZ BEAUPRE,2183
26357,26,357,26790,TULETTE,2052
28213,28,213,28210,LORMAYE,675
31584,31,584,31340,VILLEMUR SUR TARN,6122
33029,33,29,33114,LE BARP,5686
34217,34,217,34730,PRADES-LE-LEZ,6019
35059,35,59,35520,LA CHAPELLE DES FOUGERETZ,4778
38397,38,397,38330,SAINT-ISMIER,7378
42092,42,92,42580,L ETRAT,2748
42123,42,123,42420,LORETTE,4747
42237,42,237,42650,SAINT-JEAN-BONNEFONDS,6684
43213,43,213,43620,SAINT-PAL-DE-MONS,2345
45252,45,252,45300,PITHIVIERS,9167
46042,46,42,46000,CAHORS,20877
52353,52,353,52800,NOGENT,3652
53216,53,216,53300,ST FRAIMBAULT DE PRIERES,1020
59034,59,34,59710,AVELIN,2685
59660,59,660,59780,WILLEMS,3088
60143,60,143,60240,CHAUMONT-EN-VEXIN,3382
65168,65,168,65120,ESQUIEZE-SERE,418
66124,66,124,66120,FONT-ROMEU ODEILLO-VIA,2023
70447,70,447,70190,RIOZ,2372
77037,77,37,77590,BOIS LE ROI,6061
77111,77,111,77700,CHESSY,6358
77318,77,318,77163,MORTCERF,1453
77378,77,378,77310,PRINGY,2974
77393,77,393,77540,ROZAY-EN-BRIE,2844
80533,80,533,80350,MERS-LES-BAINS,2711
82037,82,37,82300,CAUSSADE,7010
84056,84,56,84150,JONQUIERES,5532
88114,88,114,88140,CONTREXEVILLE,3414
91661,91,661,91140,VILLEBON SUR YVETTE,10631
95604,95,604,95470,SURVILLIERS,4238
27275,27,275,27600,GAILLON,6958
27681,27,681,27200,VERNON,24404
2A198,2A,198,20150,OTA,550
36044,36,44,36000,CHATEAUROUX,44662
54451,54,451,54430,REHON,3885
80039,80,39,80460,AULT,1414
10297,10,297,10150,PONTSAINTE MARIE,5246
17109,17,109,17220,CLAVETTE,1458
19243,19,243,19230,SAINT-SORNIN-LAVOLPS,868
29105,29,105,29400,LANDIVISIAU,9471
33019,33,19,33980,AUDENGE,8801
39441,39,441,39220,PREMANON,1231
42223,42,223,42530,SAINT GENEST LERPT,6193
42301,42,301,42560,SOLEYMIEUX,697
44114,44,114,44700,ORVAULT,27908
45298,45,298,45750,SAINT-PRYVE-SAINT-MESMIN,6178
50165,50,165,50350,DONVILLE-LES-BAINS,3183
50403,50,403,50770,PIROU,1469
58088,58,88,58660,COULANGES LES NEVERS,3811
69200,69,200,69490,SAINT-FORGEUX,1503
77431,77,431,77140,SAINT-PIERRE-LES-NEMOURS,5483
77517,77,517,77410,VILLEVAUDE,2150
83124,83,124,83440,SEILLANS,2702
88132,88,132,88000,DEYVILLERS,1399
91330,91,330,91510,LARDY,5585
91461,91,461,91340,OLLAINVILLE,4817
05023,05,23,5100,BRIANCON,11659
05064,05,64,5800,LA CHAPELLE-EN-VALGAUDEMAR,108
06066,06,66,6830,GILETTE,1610
13073,13,73,13124,PEYPIN,5676
17369,17,369,17410,SAINT-MARTIN-DE-RE,2235
33554,33,554,33370,YVRAC,2861
34123,34,123,34990,JUVIGNAC,11447
34165,34,165,34560,MONTBAZIN,2994
35001,35,1,35690,ACIGNE,6998
44126,44,126,44770,LA PLAINE-SUR-MER,4465
49035,49,35,49080,BOUCHEMAINE,6915
49283,49,283,49170,SAINT-GEORGES-SUR-LOIRE,3704
60635,60,635,60160,THIVERNY,1085
64547,64,547,64480,USTARITZ,7178
74143,74,143,74310,LES HOUCHES,3087
78089,78,89,78270,BONNIERES-SUR-SEINE,4829
83012,83,12,83670,BARJOLS,3029
91494,91,494,91220,LE PLESSIS PATE,4198
04139,04,139,4200,NOYERS-SUR-JABRON,532
07201,07,201,7120,RUOMS,2305
16028,16,28,16300,BARBEZIEUX SAINT HILAIRE,4891
18197,18,197,18200,SAINT-AMAND-MONTROND,9770
25578,25,578,25800,VALDAHON,5849
27119,27,119,27730,BUEIL,1644
2A035,2A,35,20110,BELVEDERE-CAMPOMORO,163
33108,33,108,33350,CASTILLON-LA-BATAILLE,3229
45315,45,315,45600,SULLY-SUR-LOIRE,5279
49090,49,90,49125,CHEFFES,986
59527,59,527,59350,SAINT-ANDRE,13268
63430,63,430,63300,THIERS,12152
69168,69,168,69270,ROCHETAILLEE-SUR-SAONE,1577
69233,69,233,69270,SAINT-ROMAIN-AU-MONT-D OR,1278
76599,76,599,76160,SAINT-LEGER-DU-BOURG-DENIS,3648
80524,80,524,80170,MEHARICOURT,594
84106,84,106,84290,SAINTE-CECILE-LES-VIGNES,2644
95641,95,641,95470,VEMARS,2721
974415,974,415,97460,SAINT-PAUL,104556
01153,01,153,1170,ECHENEVEX,2189
01210,01,210,1410,LELEX,232
17299,17,299,17300,ROCHEFORT,24266
18015,18,15,18700,AUBIGNY-SUR-NERE,5630
30011,30,11,30133,LES ANGLES,8681
30166,30,166,30840,MEYNES,2654
33506,33,506,33540,SAUVETERRE-DE-GUYENNE,1875
34288,34,288,34400,SAINT-SERIES,998
35204,35,204,35410,NOUVOITOU,3340
35256,35,256,35800,SAINT-BRIAC-SUR-MER,2256
44125,44,125,44420,PIRIAC-SUR-MER,2270
47324,47,324,47210,VILLEREAL,1315
51152,51,152,51500,CHIGNY-LES-ROSES,553
69152,69,152,69310,PIERRE BENITE,10457
77312,77,312,77690,MONTIGNY-SUR-LOING,2735
77441,77,441,77920,SAMOIS SUR SEINE,2087
80164,80,164,80450,CAMON,4490
04079,04,79,4160,L ESCALE,1408
04151,04,151,4300,PIERRERUE,533
05001,05,1,5460,ABRIES-RISTOLAS,389
05096,05,96,5170,ORCIERES,692
14229,14,229,14430,DOZULE,2315
26114,26,114,26220,DIEULEFIT,3375
28279,28,279,28210,NOGENT-LE-ROI,4046
29254,29,254,29600,SAINT-MARTIN-DES-CHAMPS,4767
31462,31,462,31180,ROUFFIAC TOLOSAN,1972
33003,33,3,33440,AMBARES-ET-LAGRAVE,16792
33058,33,58,33390,BLAYE,4950
33435,33,435,33490,SAINT-MACAIRE,2173
35136,35,136,35150,JANZE,8629
38045,38,45,38330,BIVIERS,2423
40283,40,283,40990,ST-VINCENT-DE-PAUL,3532
42093,42,93,42320,FARNAY,1399
43051,43,51,43400,LE CHAMBON SUR LIGNON,2471
44088,44,88,44690,MAISDON-SUR-SEVRE,3050
44120,44,120,44640,PELLERIN (LE),5408
44186,44,186,44680,SAINTE PAZANNE,7112
47128,47,128,47240,LAFOX,1145
48027,48,27,48190,MONT LOZERE ET GOULET,1088
51172,51,172,51350,CORMONTREUIL,6550
51474,51,474,51370,SAINT BRICE COURCELLES,3457
54174,54,174,54200,ECROUVES,4481
54321,54,321,54810,LONGLAVILLE,2393
59286,59,286,59320,HAUBOURDIN,14840
60358,60,358,60800,LEVIGNEN,1034
60652,60,652,60790,VALDAMPIERRE,939
69044,69,44,69260,CHARBONNIERES-LES-BAINS,5316
70428,70,428,70000,PUSEY,1504
72223,72,223,72430,NOYEN SUR SARTHE,2656
76108,76,108,76230,BOIS GUILLAUME,14996
76276,76,276,76440,FORGES-LES-EAUX,4010
76540,76,540,76000,ROUEN,113934
77024,77,24,77750,BASSEVELLE,384
77155,77,155,77400,DAMPMART,3453
77475,77,475,77470,TRILPORT,5077
78337,78,337,78270,LIMETZ-VILLEZ,1969
78513,78,513,78940,QUEUE-LES-YVELINES (LA),2230
78591,78,591,78790,SEPTEUIL,2373
88273,88,273,88000,LONGCHAMP,467
95675,95,675,95380,VILLERON,1520
05061,05,61,5000,GAP,42176
62037,62,37,62223,ANZIN-SAINT-AUBIN,2838
76575,76,575,76800,SAINT-ETIENNE-DU-ROUVRAY,28573
2A269,2A,269,20145,SARI-SOLENZARA,1424
33056,33,56,33290,BLANQUEFORT,16024
35040,35,40,35160,BRETEIL,3733
37203,37,203,37210,ROCHECORBON,3235
38423,38,423,38950,SAINT-MARTIN-LE-VINOUX,5942
54322,54,322,54260,LONGUYON,5280
56177,56,177,56330,PLUVIGNER,7817
59636,59,636,59118,WAMBRECHIES,10712
60338,60,338,60610,LACROIX ST OUEN,5054
64348,64,348,64140,LONS,13957
69171,69,171,69210,SAIN-BEL,2389
70378,70,378,70000,NAVENNE,1673
78269,78,269,78125,GAZERAN,1320
78291,78,291,78930,GUERVILLE,2204
83048,83,48,83420,LA CROIX VALMER,3875
84137,84,137,84110,VAISON-LA-ROMAINE,6037
88424,88,424,88100,SAINTE-MARGUERITE,2377
91617,91,617,91250,TIGERY,4370
95370,95,370,95640,MARINES,3498
01192,01,192,1580,IZERNORE,2338
05139,05,139,5250,LE DEVOLUY,943
06035,06,35,6500,CASTELLAR,1135
14312,14,312,14450,GRANDCAMP-MAISY,1560
25204,25,204,25300,DOUBS,3293
30123,30,123,30660,GALLARGUES-LE-MONTUEUX,3734
30253,30,253,30960,SAINT-FLORENT-SUR-AUZONNET,1185
31032,31,32,31840,AUSSONNE,7289
35023,35,23,35137,BEDEE,4490
35179,35,179,35540,MINIAC-MORVAN,4228
44130,44,130,44860,PONT-SAINT-MARTIN,6557
54090,54,90,54136,BOUXIERES-AUX-DAMES,4200
59569,59,569,59450,SIN LE NOBLE,15537
70207,70,207,70000,ECHENOZ-LA-MELINE,3318
72056,72,56,72610,CHAMPFLEUR,1360
78403,78,403,78250,MEZY-SUR-SEINE,2331
88408,88,408,88360,RUPT-SUR-MOSELLE,3597
91198,91,198,91590,D   HUISON LONGUEVILLE,1519
91293,91,293,91590,GUIGNEVILLE,920
95088,95,88,95500,BONNEUIL-EN-FRANCE,1131
95409,95,409,95570,MOISSELLES,1290
95426,95,426,95680,MONTLIGNON,3012
04143,04,143,4700,ORAISON,5941
17207,17,207,17111,LOIX,751
26042,26,42,26800,BEAUVALLON,1625
30037,30,37,30160,BESSEGES,2869
33201,33,201,33550,HAUX,851
51536,51,536,51500,SILLERY,1835
65138,65,138,65110,CAUTERETS,897
78638,78,638,78740,VAUX-SUR-SEINE,5077
82155,82,155,82140,SAINT ANTONIN NOBLE VAL,1897
88369,88,369,88160,RAMONCHAMP,2024
01435,01,435,1210,VERSONNEX,2226
13030,13,30,13780,CUGES LES PINS,5299
19269,19,269,19260,TREIGNAC,1377
26166,26,166,26270,LORIOL SUR DROME,6710
2A189,2A,189,20113,OLMETO,1248
30126,30,126,30190,GARRIGUES SAINTE EULALIE,749
31259,31,259,31120,LACROIX FALGARDE,2130
32107,32,107,32100,CONDOM,6699
33544,33,544,33123,LE VERDON SUR MER,1337
34142,34,142,34700,LODEVE,7714
34244,34,244,34670,SAINT-BRES,3252
38111,38,111,38640,CLAIX,8140
44036,44,36,44110,CHATEAUBRIANT,12528
44151,44,151,44117,SAINT-ANDRE-DES-EAUX,6923
56010,56,10,56150,BAUD,6426
65031,65,31,65240,ARREAU,819
69094,69,94,69290,GREZIEU-LA-VARENNE,6177
76312,76,312,76220,GOURNAY-EN-BRAY,6138
77094,77,94,77410,CHARMENTRAY,300
77182,77,182,77320,FERTE-GAUCHER (LA),4981
78168,78,168,78310,COIGNIERES,4386
78206,78,206,78920,ECQUEVILLY,4194
78431,78,431,78630,MORAINVILLIERS,3105
82190,82,190,82600,VERDUN-SUR-GARONNE,4875
83115,83,115,83120,SAINTE MAXIME,14672
91105,91,105,91650,BREUILLET,8686
19274,19,274,19270,USSAC,4330
33030,33,30,33720,BARSAC,2096
33381,33,381,33880,ST CAPRAIS DE BORDEAUX,3433
34204,34,204,34230,PLAISSAN,1390
35216,35,216,35850,PARTHENAY-DE-BRETAGNE,1808
35231,35,231,35320,POLIGNE,1226
38501,38,501,38570,TENCIN,2151
38567,38,567,38410,CHAMROUSSE,412
39434,39,434,39800,POLIGNY,4365
42186,42,186,42800,RIVE-DE-GIER,15099
43112,43,112,43300,LANGEAC,3566
44003,44,3,44150,ANCENIS-SAINT-GEREON,11435
50562,50,562,50550,SAINT-VAAST-LA-HOUGUE,1742
51055,51,55,51450,BETHENY,7177
54028,54,28,54580,AUBOUE,2635
59279,59,279,59250,HALLUIN,20857
59507,59,507,59790,RONCHIN,19414
